100001	can you burn your lawn with fertilizer	Rake up the dead grass blades in the fertilizer-burned areas. Remove the top 2 to 3 inches of soil in the cleared area with a shovel. Place the dead grass and soil in a wheelbarrow. Transport the removed material to a compost pile or trash bin and discard it.	0	7
100001	can you burn your lawn with fertilizer	Fertilizer burn is the result of over fertilizing plants or applying fertilizer to wet foliage. Fertilizer contains salts, which draw moisture out of plants. When you apply excess fertilizer to plants, the result is yellow or brown discoloration and root damage.	1	8
100001	can you burn your lawn with fertilizer	Preventing Fertilizer Burn. The good news is that fertilizer burn can be prevented. Here are some tips on preventing fertilizer burn on plants: Fertilize each plant according to its needs. You won’t get better results when you use more fertilizer and you run the risk of damaging or killing your plants.	0	9
100007	goch meaning	See the Goch surname, family crest & coat of arms. Free Search. Uncover the Goch surname history for the Welsh Origin. What is the history of the last name Goch?	0	0
100007	goch meaning	The name Goch is derived from the Welsh word coch, which means red. Goch was originally a nickname for a ruddy or red-complexioned person, which later became a hereditary surname. Goch Early Origins	1	1
100007	goch meaning	The name Goch is derived from the Welsh word coch, which means red.. Goch was originally a nickname for a ruddy or red-complexioned person, which later became a hereditary surname.	0	2
100007	goch meaning	This Slang page is designed to explain what the meaning of gooch is. The slang word / phrase / acronym gooch means... . Online Slang Dictionary. A list of slang words and phrases, idioms, jargon, acronyms, and abbreviations.	0	3
100007	goch meaning	Goch Spelling Variations. Compared to other ancient cultures found in the British Isles, the number of Welsh surnames are relatively few, but there are an inordinately large number of spelling variations.	0	4
100007	goch meaning	Link to this slang definition To link to this term in a web page or blog, insert the following. <a href=http://onlineslangdictionary.com/meaning-definition-of/gooch>gooch</a>	0	5
100007	goch meaning	© 1999-2018 Urban Dictionary ® advertise terms of service privacy dmca remove help chat jobs	0	6
100007	goch meaning	The Goch Family Crest was acquired from the Houseofnames.com archives. The Goch Family Crest was drawn according to heraldic standards based on published blazons. We generally include the oldest published family crest once associated with each surname. This page was last modified on 9 May 2013 at 10:00.	0	7
100007	goch meaning	Link to this slang definition. To link to this term in a web page or blog, insert the following. <a href=http://onlineslangdictionary.com/meaning-definition-of/gooch>gooch</a> To link to this term in a wiki such as Wikipedia, insert the following. [http://onlineslangdictionary.com/meaning-definition-of/gooch gooch]	0	8
100007	goch meaning	Link to this slang definition. To link to this term in a web page or blog, insert the following. <a href=http://onlineslangdictionary.com/meaning-definition-of/gooch>gooch</a>. To link to this term in a wiki such as Wikipedia, insert the following. [http://onlineslangdictionary.com/meaning-definition-of/gooch gooch] Some wikis use a different format for links, so be sure to check the documentation. ← Previous - goob wad	0	9
10001	symptoms of a gastric ulcer in women	Pain from a gastric ulcer may occur shortly after you eat (when food is still in your stomach). Silent ulcers. Some ulcers don't cause symptoms. These are known as silent ulcers. Silent ulcers are more common in: Older adults. People who have diabetes. People who use nonsteroidal anti-inflammatory drugs (NSAIDs), including aspirin, ibuprofen (such as Advil), and naproxen (such as Aleve). Symptoms in children. In children, symptoms vary with age: Toddlers and young children may complain of general stomach pain. Teenagers may have symptoms more like those of adults.	0	0
10001	symptoms of a gastric ulcer in women	Here are ten very evident signs that you may be suffering from an ulcer…. ADVERTISEMENT. Pain in your abdomen, typically between the breastbone and belly button region, may follow a meal as the stomach empties. The pain will often come and go in waves of burning or stabbing pain.	0	1
10001	symptoms of a gastric ulcer in women	Stomach Ulcers in Women – Gender Specific Differences. Truth be told, there is not much difference between peptic ulcers in women versus those in men; symptoms, causes, and treatments are virtually the same. The only unusual thing about stomach ulcers across the genders is that men are actually about twice as likely to develop an ulcer as women.	0	2
10001	symptoms of a gastric ulcer in women	The signs and symptoms of a gastric ulcer are almost opposite to the signs and symptoms of duodenal ulcers - the main differences are noticed in the timing and severity of the pain. 1  Gastric ulcers generally cause a dull aching pain, often right after eating. 2  Making a meal can often cause an increase in pain.	0	3
10001	symptoms of a gastric ulcer in women	Peptic ulcers, or peptic ulcer disease (PUD) is a condition wherein ulcers are formed in the esophagus, stomach, and the duodenum lining. Esophagus is a muscular tube that carries the food and water we consume, to the stomach.	0	4
10001	symptoms of a gastric ulcer in women	Because of the risk associated with peptic ulcer complications, it is extremely important to pay attention to duodenal ulcer symptoms. Once identified, treatment can begin, and it varies depending upon what is causing the ulcers. If H. Pylori is the culprit, antibiotics are often employed.	0	5
10001	symptoms of a gastric ulcer in women	Peptic ulcer disease is characterized by sores, or ulcerations, in the lining tissues of the stomach or the duodenum, the first portion of the small intestine. Peptic ulcers can be caused by a number of conditions, including certain medications, excessive alcohol use, and other medical conditions.	0	6
10001	symptoms of a gastric ulcer in women	Pain from a stomach ulcer can travel, radiating to the back or chest. “If the ulcer has penetrated through the bowel wall, the pain can become more intense, longer in duration, and harder to alleviate,” says Ravella.	0	7
10001	symptoms of a gastric ulcer in women	Symptoms Of Stomach Ulcer In Women. stomach ulcer. A peptic ulcer, also known as ulcus pepticum, PUD or peptic ulcer disease, is an ulcer (defined as mucosal erosions equal to or greater than 0.5 cm) of an area of the gastrointestinal tract that is usually acidic and thus extremely painful.	1	8
10001	symptoms of a gastric ulcer in women	Besides pain, ulcers in women may sometimes show the following signs and symptoms: • Nausea and/or vomiting. • The presence of blood in stools which gives the feces a dark or tar-like color. • Changes or loss of appetite. • Changes in weight that may lead to inexplicable and unintended weight loss.	0	9
100010	how often can ativan be taken	Pdoc gave me ativan 0.5mg PRN. In the beginning, that was enough to make me feel fairly calm and sleepy. I took it rarely, like maybe 1 or 2 days/week. Over the last few months, I've been taking it more often, like 0.5mg 4-5 days/week. Pdoc knows and is perfectly fine with it.	0	0
100010	how often can ativan be taken	ativan, xanax, anxiety, generalized anxiety disorder, lorazepam. My Dr prescribed 1 mg of Lorazepam to help me on an upcoming flight from Atlanta to London (in 5 days). I have taken Xanax in the past, but never Lorazepam. I tried it last Sunday night at bedtime (a week ago), and within the hour, I was out like a light. I didn't wake up during the night like I always do; instead, I slept for a good 7 hours.	0	1
100010	how often can ativan be taken	And ain't none of us can say what it'll do to you. posted by Netzapper at 8:27 PM on August 11, 2010 [6 favorites] It is worth noting that Ativan comes in three tablet sizes -- .5 mg, 1 mg and 2 mg. To me this indicates that .5 mg is the very smallest dose and it's not unreasonable to take 1 mg.	0	2
100010	how often can ativan be taken	Ativan (lorazepam) leaves your system very quickly (wikipedia), so you are not likely to feel lasting effects tomorrow, as long as you're giving yourself overnight to sleep. I'd take the pill and not worry about it. posted by ella wren at 8:26 PM on August 11, 2010. Look, nobody here can answer the question for you.	0	3
100010	how often can ativan be taken	Trending Now. Answers. Best Answer: initial adult dose of lorazepam for anxiety is 1 mg from 2 to 3 times a day & while maintenance dose 1 to 2 mg from 2 to 3 times a day which means you should increase your dose , never mind the addiction man you will not addict you will take just 1 or 2 weeks only.	0	4
100010	how often can ativan be taken	The recommended starting dose of Ativan for anxiety treatment is Ativan 1 mg two to three times daily. For insomnia due to anxiety, the recommended starting dose is 2 mg to 4 mg once daily at bedtime. Elderly people may be more sensitive to the effects of Ativan.	0	5
100010	how often can ativan be taken	Posted August 18, 2011. I have ativan .5mg (which is the smallest dose you can get) as a PRN too. Some days I take none, some days I take 3 or 4. I'm Rx'd for 2/day. My pdoc knows I take it this way and is fine with it, but you don't want to take it in such a way that you're running out before you can get more.	0	6
100010	how often can ativan be taken	Lorazepam is a benzodiazepine. It is approved for the treatment of anxiety, status epilepticus (continuous seizures), and as a medication given right before anesthesia. However, benzodiazepines are also commonly used to treat difficulty sleeping and alcohol withdrawal.	0	7
100010	how often can ativan be taken	When starting lorazepam, anxiety or insomnia may improve rapidly or over a period of days. Benzodiazepines, such as lorazepam, are often used for short periods of time only. They may produce emotional and/or physical dependence (addiction) even when used as recommended. Only your healthcare provider can determine the length of treatment that is right for you.	0	8
100010	how often can ativan be taken	The recommended starting dosage of Ativan for anxiety treatment is 1 mg two to three times daily. When taking Ativan for insomnia due to anxiety, the recommended starting dose is 2 mg to 4 mg once daily at bedtime. Serious problems can occur if you take Ativan at higher dosages or for a longer period of time than your healthcare provider recommends.	1	9
100012	how many years did william bradford serve as governor of plymouth colony?	Added 2016-12-03 21:35:27 -0800 by Orville D Krause. 1  Collection: MyHeritage Family Trees. 2  Site name: Stockton Web Site. 3  Site manager: Douglas Stockton. 4  Birth: Before Mar 19 1589 - Austerfield, South Yorkshire, England, United Kingdom. 5  Death: May 9 1657 - Plymouth Colony, Plymouth, Massachusetts. 6  Parents: William Bradford, Alice Briggs (born Hanson)	0	0
100012	how many years did william bradford serve as governor of plymouth colony?	William Bradford (c.1590 – c.1657) was an English Separatist leader in Leiden, Holland and in Plymouth Colony. He emigrated to the New World on the Mayflower in 1620, signing the Mayflower Compact, and then serving as Plymouth Colony Governor five times covering about thirty years between 1621 and 1657.	0	1
100012	how many years did william bradford serve as governor of plymouth colony?	William Bradford. William Bradford was a Separatist and a Pilgrim who traveled from England to America on the Mayflower. He is credited with being the author of the Mayflower Compact and served as the governor of Plymouth Colony.	0	2
100012	how many years did william bradford serve as governor of plymouth colony?	1 William Bradford. 2  William Bradford is born in Austerfield, England. 3  Bradford's mother dies. 4  Bradford becomes a follower of Reverend Richard Clyfton. 5  King James I takes the throne in England. 6  The Separatists begin discussions about breaking away from the Church of England. 7  Bradford goes to Amsterdam.	0	3
100012	how many years did william bradford serve as governor of plymouth colony?	http://en.wikipedia.org/wiki/William_Bradford_(Plymouth_Colony_governor) William Bradford (c.1590 – 1657) was an English Separatist leader in Leiden, Holland and in Plymouth Colony was a signatory to the Mayflower Compact. He served as Plymouth Colony Governor five times covering about thirty years between 1621 and 1657.	1	4
100012	how many years did william bradford serve as governor of plymouth colony?	William Bradford. 1  Birth: on or before 19 March 1589/90 - Austerfield, Yorkshire, England. 2  Christened: 19 March 1589/90 - St. Helen's Chapel, Austerfield, Yorkshire, England. 3  Parents: William Bradford, Alice Hanson. 4  Spouses: Dorothy May, Alice Carpenter. 5  Death: 9 May 1657 - Plymouth, Plymouth, Massachusetts.	0	5
100012	how many years did william bradford serve as governor of plymouth colony?	Home > Timelines > William Bradford Timeline William Bradford Timeline Timeline Description: William Bradford was a Separatist and a Pilgrim who traveled from England to America on the Mayflower. He is credited with being the author of the Mayflower Compact and served as the governor of Plymouth Colony.	0	6
100012	how many years did william bradford serve as governor of plymouth colony?	Gov. William Bradford of Plymouth Colony, William Bradford lll, William Mayflower Bradford Birthdate: before March 19, 1589: Birthplace: Austerfield, Yorkshire, England: Death: May 9, 1657 Plymouth, Plymouth, Massachusetts Place of Burial: Plymouth, Plymouth, Massachusetts, United States Immediate Family:	0	7
100012	how many years did william bradford serve as governor of plymouth colony?	Added 2016-12-03 21:35:32 -0800 by Orville D Krause. 1  Collection: MyHeritage Family Trees. 2  Site name: Partch Web Site. 3  Site manager: Greg Partch. 4  Birth: Mar 0 1590 - Austerfield, Yorkshire, England. 5  Death: May 19 1657 - Plymouth Colony, Mass. 6  Parents: William (2) Bradford, Alice Bradford (born Gresham/hanson)	0	8
100012	how many years did william bradford serve as governor of plymouth colony?	He will serve as the governor of Plymouth for most of the remainder of his life. 1630: Bradford writes Of Plymouth Plantation. Bradford writes about the formation of the new Plymouth Colony and the people that lived there from 1621 to 1646 in Of Plymouth Colony. It was not published until 1656, the year before he died. May 9, 1657: Bradford dies in Plymouth.	0	9
100015	define preventive	Adjective[edit] preventive ‎(comparative more preventive, superlative most preventive) 1  Preventing, hindering, or acting as an obstacle to.  Carried out to deter military aggression.	1	0
100015	define preventive	All Marketplace plans must cover Essential Health Benefits. All Marketplace plans must cover Essential Health Benefits Regardless of whether you choose a Bronze, Silver, Gold or Platinum plan, certain essential health benefits must be covered and your ...	0	1
100015	define preventive	DEFINITION of 'Preventive Services'. Routine health care that includes check-ups, patient counseling and screenings to prevent illness, disease and other health-related problems.	0	2
100015	define preventive	BREAKING DOWN 'Preventive Services'. Preventive services are intended to help people remain healthy and to detect any health-related problems early while there is a better chance of recovery.	0	3
100015	define preventive	Preventive Maintenance (PM) Preventive maintenance (PM) is a fundamental, planned maintenance activity designed to improve equipment life and avoid any unplanned maintenance activity. This maintenance includes:	0	4
100015	define preventive	English[edit] preventive ‎(comparative more preventive, superlative most preventive) 1  Preventing, hindering, or acting as an obstacle to. 2  Carried out to deter military aggression.  Slowing the development of an illness; prophylactic.	0	5
100015	define preventive	Adjective[edit] preventive ‎(comparative more preventive, superlative most preventive) 1  Preventing, hindering, or acting as an obstacle to. 2  Carried out to deter military aggression.  Slowing the development of an illness; prophylactic.	0	6
100015	define preventive	Essential Health Benefits Under The Affordable Care Act. Under the Affordable Care Act, certain preventive health services and these 10 essential health benefits are the minimum requirements for many health insurance plans.	0	7
100015	define preventive	Definition - What does Preventive Maintenance (PM) mean? Preventive maintenance (PM) is a fundamental, planned maintenance activity designed to improve equipment life and avoid any unplanned maintenance activity. Preventive maintenance is the foundation of the entire maintenance strategy. Unless the PM program is effective, all subsequent maintenance strategies take longer to implement, incur higher costs, and have a higher probability of failure.	0	8
100015	define preventive	Adjective[edit] preventive ‎(comparative more preventive, superlative most preventive) Preventing, hindering, or acting as an obstacle to.	0	9
100017	causes of achalasia	Achalasia Causes & Symptoms. Causes of achalasia are not well understood. Factors such as viral or parasitic infections have been considered as potential causes. Dysphagia (difficulty swallowing)	0	0
100017	causes of achalasia	The cause of achalasia is unknown. Theories on causation invoke infection, heredity or an abnormality of the immune system that causes the body itself to damage the esophagus (autoimmune disease). The esophagus contains both muscles and nerves.	1	1
100017	causes of achalasia	The information provided in this report is not intended for diagnostic purposes. It is provided for informational purposes only. NORD recommends that affected individuals seek the advice or counsel of their own personal physicians. It is possible that the title of this topic is not the name you selected. This disease entry is based upon medical information available through the date at the end of the topic. Since NORD's resources are limited, it is not possible to keep every entry in the Rare Disease Database completely current and accurate.	0	2
100017	causes of achalasia	It is characterized by enlargement of the esophagus, impaired ability to push food down toward the stomach (peristalsis), and failure of the ring-shaped muscle at the bottom of the esophagus, the lower esophageal sphincter (LES), to relax.	0	3
100017	causes of achalasia	It is possible that the main title of the report Achalasia is not the name you expected. Please check the synonyms listing to find the alternate name(s) and disorder subdivision(s) covered by this report.	0	4
100017	causes of achalasia	1 Chest discomfort from esophageal dilation and/or retained food. 2  Sharp chest pain usually of unclear cause. 3  Heartburn; however, the heartburn is not characteristic of heartburn and is not helped by treatment for heartburn.  Loss of weight due to reduced intake of food.	0	5
100017	causes of achalasia	The symptoms of achalasia include: 1  Difficulty swallowing food. 2  Difficulty swallowing both solid and liquid food. 3  Regurgitation of food that is retained in the esophagus. 4  Chest discomfort from esophageal dilation and/or retained food.  Sharp chest pain usually of unclear cause.	0	6
100017	causes of achalasia	Achalasia: Introduction. Achalasia: A rare motor disorder of the esophagus characterized by inability of the lower esophageal sphincter and esophageal muscle to relax as well as dilation of the esophagus. More detailed information about the symptoms, causes, and treatments of Achalasia is available below. Click to Check.	0	7
100017	causes of achalasia	Early in achalasia, inflammation can be seen (when examined under the microscope) in the muscle of the lower esophagus, especially around the nerves. As the disease progresses, the nerves begin to degenerate and ultimately disappear, particularly the nerves that cause the lower esophageal sphincter to relax.	0	8
100017	causes of achalasia	A copy of the complete report can be downloaded free from the NORD website for registered users. The complete report contains additional information including symptoms, causes, affected population, related disorders, standard and investigational therapies (if available), and references from medical literature.	0	9

